date,product_id,price,discount,campaign_active,orders,page_views,add_to_cart,dayofweek,month,is_weekend,is_holiday,orders_lag_1,orders_lag_7,orders_lag_14,rolling_mean_7,rolling_mean_14
2024-09-26,P002,768.3231010344681,0.0,0,13.12115716872015,47.0,8,3,9,0,0,12.342729172196528,15.69084087388399,20.10814615895621,17.70042744750643,19.480823266226253
2024-09-27,P002,209.8955838077149,15.0,0,17.517086139003357,36.0,10,4,9,0,0,13.12115716872015,12.77210206054128,25.946149819963384,17.333329775340168,18.981752624066534
2024-09-28,P002,674.3301115349566,10.0,1,23.38012189585073,103.0,21,5,9,1,0,17.517086139003357,24.341505050088976,17.697448286614453,18.011184643691895,18.379676646855103
2024-10-01,P002,571.148545859688,0.0,0,15.597138482379952,68.0,8,1,10,0,0,23.38012189585073,12.963987206175732,20.7510706426788,17.87384419308643,18.785581904657693
2024-10-03,P002,448.0023561176706,15.0,1,24.83421922407933,105.0,17,3,10,0,0,15.597138482379952,23.103898806314195,26.209849192494044,18.250008661115604,18.417443893207775
2024-10-06,P002,783.90669593882,15.0,0,17.11589922175183,66.0,8,6,10,1,0,24.83421922407933,22.687928963344323,23.83703029633442,18.49719729222491,18.319184609749584
2024-10-07,P002,823.9973065042831,20.0,1,17.079863676628843,45.0,19,0,10,0,0,17.11589922175183,12.342729172196528,14.278839197581192,17.70119304342598,17.83910381870797
2024-10-15,P002,557.2842919685088,10.0,1,20.847343816304647,78.0,11,1,10,0,0,17.079863676628843,13.12115716872015,15.69084087388399,18.37792654405917,18.0391769957828
2024-10-17,P002,120.15223238831382,0.0,1,28.15646038627641,66.0,19,3,10,0,0,20.847343816304647,17.517086139003357,12.77210206054128,19.4816674937141,18.407498634527133
2024-10-20,P002,541.6304001971198,20.0,0,28.057337679582343,82.0,14,6,10,1,0,28.15646038627641,23.38012189585073,24.341505050088976,21.00157810046739,19.50638137207964
2024-10-21,P002,608.6409153200273,20.0,0,18.48545002129783,39.0,17,0,10,0,0,28.057337679582343,15.597138482379952,12.963987206175732,21.669751783857624,19.771797988472027
2024-10-27,P002,728.071157077968,0.0,1,17.2591088149146,55.0,14,6,10,1,0,18.48545002129783,24.83421922407933,23.103898806314195,22.082367717988745,20.166188189552177
2024-10-29,P002,782.2099805249492,10.0,0,17.119129959786335,60.0,18,1,10,0,0,17.2591088149146,17.11589922175183,22.687928963344323,21.000209088108072,19.74870319016649
2024-11-01,P002,354.51755463749794,5.0,0,17.917496912375928,37.0,13,4,11,0,0,17.119129959786335,17.079863676628843,12.342729172196528,21.000670622113002,19.350931832769493
2024-11-02,P002,146.55691814425415,0.0,0,18.189376361157496,59.0,18,5,11,1,0,17.917496912375928,20.847343816304647,13.12115716872015,21.12033251293401,19.74912952849659
2024-11-05,P002,191.65934393748125,0.0,0,21.130856930498624,53.0,17,1,11,0,0,18.189376361157496,28.15646038627641,17.517086139003357,20.740622876484423,20.111145185099264
2024-11-06,P002,186.433686312712,30.0,1,30.26551260632672,91.0,34,2,11,0,0,21.130856930498624,28.057337679582343,23.38012189585073,19.736965239944738,20.369271670206068
2024-11-07,P002,410.65399554571326,0.0,1,14.146070372769946,37.0,7,3,11,0,0,30.26551260632672,18.48545002129783,15.597138482379952,20.052418800908217,20.86108529238292
2024-11-11,P002,541.6304001971198,5.0,0,16.17654131125829,40.0,12,0,11,0,0,14.146070372769946,17.2591088149146,24.83421922407933,19.432507422547094,20.757437570267918
2024-11-14,P002,498.4877297853628,0.0,0,17.169211983425637,74.0,10,3,11,0,0,16.17654131125829,17.119129959786335,17.11589922175183,19.277854922024765,20.139032005066415
2024-11-16,P002,181.98748849358836,10.0,0,24.079213135735813,81.0,25,5,11,1,0,17.169211983425637,17.917496912375928,17.079863676628843,19.28500949683038,20.14284005947169
2024-11-19,P002,791.4543396655746,10.0,1,16.546152256674556,47.0,18,1,11,0,0,24.079213135735813,18.189376361157496,20.847343816304647,20.165254671596077,20.642793592265043
2024-11-21,P002,911.279947025828,15.0,0,13.028299644787849,27.0,13,3,11,0,0,16.546152256674556,21.130856930498624,28.15646038627641,19.930508370955657,20.33556562372004
2024-11-23,P002,990.7142454370792,15.0,0,15.853745904129813,51.0,17,5,11,1,0,13.028299644787849,30.26551260632672,28.057337679582343,18.773000187282687,19.254982713613714
2024-11-28,P002,730.1889044706445,15.0,0,14.263591329237617,31.0,10,3,11,0,0,15.853745904129813,14.146070372769946,18.48545002129783,16.71417637268313,18.383297586795674
2024-11-30,P002,876.0708904133312,5.0,0,12.472237154290582,42.0,10,5,11,1,0,14.263591329237617,16.17654131125829,17.2591088149146,16.73096508074994,18.081736251648515
2024-12-04,P002,228.40102074407912,10.0,1,33.62783784085394,132.0,35,2,12,0,0,12.472237154290582,17.169211983425637,17.119129959786335,16.201778772611696,17.739816847318227
2024-12-08,P002,489.04030316216017,5.0,0,16.291418459374,61.0,16,6,12,1,0,33.62783784085394,24.079213135735813,17.917496912375928,18.553011037958594,18.919010267394487
2024-12-10,P002,944.9603680509364,30.0,0,14.35951831256902,36.0,17,1,12,0,0,16.291418459374,16.546152256674556,18.189376361157496,17.440468941335478,18.802861806465778
2024-12-11,P002,562.6765673083693,15.0,0,19.77679363530577,42.0,23,2,12,0,0,14.35951831256902,13.028299644787849,21.130856930498624,17.128092663606118,18.529300517280888
2024-12-14,P002,823.8751484902303,15.0,0,18.70171990161859,40.0,14,5,12,1,0,19.77679363530577,15.853745904129813,30.26551260632672,18.092163233680107,18.432581710481397
2024-12-16,P002,599.8932799410358,15.0,0,17.50155863146334,53.0,20,0,12,0,0,18.70171990161859,14.263591329237617,14.146070372769946,18.49901666189279,17.606596517287958
2024-12-17,P002,929.1424561247228,30.0,1,15.766933693709472,48.0,13,1,12,0,0,17.50155863146334,12.472237154290582,16.17654131125829,18.96158341935361,17.846274250051774
2024-12-24,P002,366.9771627328567,0.0,1,22.547417426954556,86.0,26,1,12,0,0,15.766933693709472,33.62783784085394,17.169211983425637,19.432254353556306,17.817016563084
2023-02-05,P003,948.1483171920098,25.0,0,18.96705771717724,63.0,11,6,2,1,0,13.024169542533494,31.423705188635648,21.68335097491816,23.142288524095626,21.915303909924585
2023-02-08,P003,594.654439347032,20.0,0,13.039400266999005,50.0,13,2,2,0,0,18.96705771717724,27.16217485240134,22.17254456981275,21.362767456744425,21.721282962943096
2023-02-09,P003,218.55589610910573,15.0,1,28.6271838819028,85.0,31,3,2,0,0,13.039400266999005,37.407174807531554,24.54719978422256,19.345228230258382,21.068915512742112
2023-02-13,P003,187.80625921536975,25.0,0,27.556195795914302,81.0,20,0,2,0,0,28.6271838819028,18.97191782522927,14.37997861135555,18.090943812311416,21.360342948290704
2023-02-14,P003,348.7975215250565,0.0,0,16.402575654869082,53.0,19,1,2,0,0,27.556195795914302,18.108905298312852,23.15287288267665,19.31726923669499,22.301501318616324
2023-02-21,P003,124.78304788251894,10.0,1,27.167707491824597,80.0,22,1,2,0,0,16.402575654869082,15.897972154025236,18.558325152342707,19.073507859060165,21.819337230915785
2023-02-25,P003,148.89883134061344,15.0,0,27.430265955640603,100.0,14,5,2,1,0,27.167707491824597,13.024169542533494,20.32396309494649,20.68347005017436,22.434293112307355
2023-02-26,P003,384.064609387015,15.0,0,20.18411203884301,83.0,14,6,2,1,0,27.430265955640603,18.96705771717724,31.423705188635648,22.741483823475374,22.941886173785498
2023-02-27,P003,212.99519328638803,0.0,1,25.27423131370595,84.0,17,0,2,0,0,20.18411203884301,13.039400266999005,27.16217485240134,22.915348726570482,22.139058091657454
2023-03-03,P003,267.52230797801315,0.0,1,14.802335863811631,33.0,13,4,3,0,0,25.27423131370595,28.6271838819028,37.407174807531554,24.663181733242908,22.00420498175064
2023-03-04,P003,641.3984913698416,0.0,1,19.57282234793152,48.0,22,5,3,1,0,14.802335863811631,27.556195795914302,18.97191782522927,22.688203444944172,20.389573628627794
2023-03-06,P003,229.54772221500772,10.0,0,23.328922785724483,60.0,13,0,3,0,0,19.57282234793152,16.402575654869082,18.108905298312852,21.547721523803773,20.43249538024938
2023-03-09,P003,948.278176768105,15.0,1,16.491448876631278,58.0,8,3,3,0,0,23.328922785724483,27.167707491824597,15.897972154025236,22.537199685354544,20.805353772207354
2023-03-10,P003,646.9774147860873,0.0,0,11.40342891032081,49.0,5,4,3,0,0,16.491448876631278,27.430265955640603,13.024169542533494,21.012019883184063,20.847744966679212
2023-03-12,P003,437.9220356198504,20.0,0,19.522384711227005,45.0,22,6,3,1,0,11.40342891032081,20.18411203884301,18.96705771717724,18.722471733852668,20.731977778664024
2023-03-16,P003,896.1249636290689,0.0,0,11.09381599350984,38.0,8,3,3,0,0,19.522384711227005,25.27423131370595,13.039400266999005,18.627939258478953,20.77164399252472
2023-03-18,P003,956.3003430967829,0.0,0,13.073023862266206,42.0,7,5,3,1,0,11.09381599350984,14.802335863811631,28.6271838819028,16.602165641308083,20.632673687275492
2023-03-21,P003,778.4812744389217,10.0,1,19.20022861175305,46.0,9,1,3,0,0,13.073023862266206,19.57282234793152,27.556195795914302,16.355121069658736,19.52166225730145
2023-03-23,P003,146.60729985953515,10.0,0,24.38488961801344,93.0,23,3,3,0,0,19.20022861175305,23.328922785724483,16.402575654869082,16.30189339306181,18.924807458432788
2023-03-25,P003,911.4247047583608,0.0,1,18.187499011978257,63.0,13,5,3,1,0,24.38488961801344,16.491448876631278,27.167707491824597,16.452745797674517,19.494972741514527
2023-03-26,P003,347.7152629333075,15.0,0,25.562116034006223,98.0,20,6,3,1,0,18.187499011978257,11.40342891032081,27.430265955640603,16.69503867415266,18.85352927866836
2023-03-27,P003,366.7528061877551,25.0,0,20.07512045925617,73.0,23,0,3,0,0,25.562116034006223,19.522384711227005,20.18411203884301,18.717708263250575,18.72008999855162
2023-03-29,P003,483.75852112146026,10.0,0,17.30149013807732,67.0,16,2,3,0,0,20.07512045925617,11.09381599350984,25.27423131370595,18.796670512969026,18.71230488572399
2023-04-02,P003,287.947841945131,0.0,0,25.326375695210707,92.0,27,6,4,1,0,17.30149013807732,13.073023862266206,14.802335863811631,19.683481105050095,18.142823373179088
2023-04-03,P003,417.7926000445505,20.0,0,24.29449421219021,104.0,28,0,4,0,0,25.326375695210707,19.20022861175305,19.57282234793152,21.43395993832788,18.89454050399331
2023-04-11,P003,521.182416230239,5.0,1,24.400458763749192,68.0,15,1,4,0,0,24.29449421219021,24.38488961801344,23.328922785724483,22.161712166961763,19.231802780011783
2023-04-12,P003,827.2610354044203,0.0,0,12.07462281804136,41.0,9,2,4,0,0,24.400458763749192,18.187499011978257,16.491448876631278,22.163936330638297,19.308341064156405
2023-04-13,P003,553.3375483756636,25.0,1,22.70654352910899,94.0,27,3,4,0,0,12.07462281804136,25.562116034006223,11.40342891032081,21.290668302933025,18.992853488542842
2023-04-14,P003,970.968542350344,15.0,0,13.90237759884637,53.0,8,4,4,0,0,22.70654352910899,20.07512045925617,19.522384711227005,20.88272937366199,19.800218818456283
2023-04-15,P003,304.2806855243689,15.0,1,23.16508377814225,91.0,24,5,4,1,0,13.90237759884637,17.30149013807732,11.09381599350984,20.00090896503202,19.398789739000527
2023-04-17,P003,276.83827026059004,0.0,0,21.13393774732202,81.0,18,0,4,0,0,23.16508377814225,25.326375695210707,13.073023862266206,20.83856519932701,20.261023152188553
2023-04-18,P003,162.74748325035654,25.0,0,29.378382556120805,85.0,17,1,4,0,0,21.13393774732202,24.29449421219021,19.20022861175305,20.23964549248577,20.836802715406826
2023-04-21,P003,459.2134904004695,0.0,0,14.181031170202049,45.0,11,4,4,0,0,29.378382556120805,24.400458763749192,24.38488961801344,20.965915255904427,21.56381371143309
2023-04-26,P003,546.4384534149248,0.0,0,19.500983898960047,87.0,9,2,4,0,0,14.181031170202049,12.07462281804136,18.187499011978257,19.505997028254832,20.83496667944657
2023-04-28,P003,626.5316518467957,10.0,0,15.490104543000609,62.0,11,4,4,0,0,19.500983898960047,22.70654352910899,25.562116034006223,20.56690575410036,20.928787028516695
2023-05-01,P003,935.2128130564428,0.0,0,11.974582700519822,29.0,10,0,5,0,0,15.490104543000609,13.90237759884637,20.07512045925617,19.53598589894202,20.209357636302006
2023-05-04,P003,223.96068899902772,0.0,0,20.84056234913424,78.0,9,3,5,0,0,11.974582700519822,23.16508377814225,17.30149013807732,19.260586627752513,19.630747796392267
2023-05-06,P003,517.5426371094018,10.0,1,23.02299237354014,90.0,10,5,5,1,0,20.84056234913424,21.13393774732202,25.326375695210707,18.928512137894227,19.88353866861062
2023-05-08,P003,940.9781951582625,0.0,1,12.973076460525336,54.0,15,0,5,0,0,23.02299237354014,29.378382556120805,24.29449421219021,19.19837708449682,19.71901128849129
2023-05-09,P003,191.0490576517929,15.0,0,20.896744811441504,47.0,25,1,5,0,0,12.973076460525336,14.181031170202049,24.400458763749192,16.854761927983176,18.910338591943802
2023-05-11,P003,275.49706376891777,0.0,0,18.67639701609321,70.0,19,3,5,0,0,20.896744811441504,19.500983898960047,12.07462281804136,17.814149591017387,18.66007330963611
2023-05-17,P003,143.00322821326483,5.0,1,22.30267456094318,75.0,24,2,5,0,0,18.67639701609321,15.490104543000609,22.70654352910899,17.69635146489355,19.13162860949696
2023-05-19,P003,358.09018980209527,10.0,0,21.70007315880257,79.0,15,4,5,0,0,22.30267456094318,11.974582700519822,13.90237759884637,18.669575753171063,19.10278082605654
2023-05-23,P003,296.0027215908117,15.0,1,33.595692568581775,124.0,20,1,5,0,0,21.70007315880257,20.84056234913424,23.16508377814225,20.058931532925744,19.659759080339125
2023-05-24,P003,166.66741648940297,10.0,0,28.27022246914225,76.0,27,2,5,0,0,33.595692568581775,23.02299237354014,21.13393774732202,21.881092992846817,20.40480256537052
2023-05-27,P003,234.4594496083951,10.0,0,20.50582698827821,82.0,24,5,5,1,0,28.27022246914225,12.973076460525336,29.378382556120805,22.630697292218546,20.91453718835768
2023-06-01,P003,963.1217583756694,15.0,0,14.61324244564556,46.0,12,3,6,0,0,20.50582698827821,20.896744811441504,14.181031170202049,23.706804510468952,20.280783219226066
2023-06-05,P003,104.85868796530968,15.0,1,26.34575252144194,72.0,14,0,6,0,0,14.61324244564556,18.67639701609321,19.500983898960047,22.80916131535525,20.31165545318632
2023-06-09,P003,951.7407880225338,5.0,0,10.541423250465124,43.0,10,4,6,0,0,26.34575252144194,22.30267456094318,15.490104543000609,23.90478353040507,20.800567497649308
2023-06-12,P003,777.9816386913313,15.0,0,15.897291313107443,70.0,8,0,6,0,0,10.541423250465124,21.70007315880257,11.974582700519822,22.224604771765346,20.447090262468205
2023-06-14,P003,516.4190485190443,20.0,0,18.693711394852954,71.0,13,2,6,0,0,15.897291313107443,33.595692568581775,20.84056234913424,21.395635936666043,20.72728373479589
2023-06-15,P003,459.6386604587811,25.0,0,17.674066297055433,74.0,14,3,6,0,0,18.693711394852954,28.27022246914225,23.02299237354014,19.266781483276212,20.573937238061514
2023-06-22,P003,689.4469941105895,0.0,0,13.050017407860103,42.0,14,3,6,0,0,17.674066297055433,20.50582698827821,12.973076460525336,17.75304488726381,20.191871089741177
2023-06-24,P003,102.5579382975752,25.0,0,33.513087354115896,141.0,17,5,6,1,0,13.050017407860103,14.61324244564556,20.896744811441504,16.687929232918368,20.197366871693664
2023-06-25,P003,156.4499542730129,20.0,0,24.07252994471753,98.0,13,6,6,1,0,33.513087354115896,26.34575252144194,18.67639701609321,19.387907076985556,21.0985341961704
2023-06-27,P003,577.7731308596283,0.0,0,14.63577108086161,48.0,17,1,6,0,0,24.07252994471753,10.541423250465124,22.30267456094318,19.063160994596355,21.48397226250071
2023-06-30,P003,947.0220263654024,25.0,0,14.848183613226016,30.0,9,4,6,0,0,14.63577108086161,15.897291313107443,21.70007315880257,19.64806782751014,20.93633629963774
2023-07-01,P003,711.5966529154156,0.0,0,11.85762200415201,37.0,8,5,7,1,0,14.848183613226016,18.693711394852954,33.595692568581775,19.498195298955647,20.446915617810845
2023-07-02,P003,742.7378317529566,25.0,0,12.31292194871429,40.0,10,6,7,1,0,11.85762200415201,17.674066297055433,28.27022246914225,18.521611100284083,18.89419629178015
2023-07-05,P003,208.70157018932085,5.0,0,17.852794974578185,38.0,18,2,7,0,0,12.31292194871429,13.050017407860103,20.50582698827821,17.75573333623535,17.75438911174958
2023-07-07,P003,364.8643965898667,0.0,1,21.299927996512388,78.0,14,4,7,0,0,17.852794974578185,33.513087354115896,14.61324244564556,18.441844417195078,17.56488682505672
2023-07-09,P003,175.4237431855547,10.0,0,27.47123749498616,58.0,29,6,7,1,0,21.299927996512388,24.07252994471753,26.34575252144194,16.69710736610886,18.042507221547208
2023-07-12,P003,855.7882516347427,30.0,0,14.473058523661203,51.0,15,2,7,0,0,27.47123749498616,14.63577108086161,10.541423250465124,17.182637016147236,18.122899005371796
2023-07-14,P003,464.4197328428596,0.0,1,19.81916371219649,54.0,10,4,7,0,0,14.473058523661203,14.848183613226016,15.897291313107443,17.15939236511861,18.403730096314373
2023-07-15,P003,551.0077307428134,15.0,1,28.73279125888765,67.0,16,5,7,1,0,19.81916371219649,11.85762200415201,18.693711394852954,17.869532379257247,18.683863839106447
2023-07-18,P003,561.8941676015968,10.0,0,14.261364054894766,42.0,9,1,7,0,0,28.73279125888765,12.31292194871429,17.674066297055433,20.28027084421948,19.400940972251785
2023-07-20,P003,594.1749003118506,10.0,0,16.516543544001564,38.0,7,3,7,0,0,14.261364054894766,17.852794974578185,13.050017407860103,20.558619716530977,19.15717652638316
2023-07-21,P003,366.45745664132727,15.0,0,20.725287825349618,59.0,23,4,7,0,0,16.516543544001564,21.299927996512388,33.513087354115896,20.36772665502003,19.404785536107557
2023-07-22,P003,962.6910461416784,0.0,0,14.071284263435723,37.0,13,5,7,1,0,20.725287825349618,27.47123749498616,24.07252994471753,20.28563520199678,18.49137128405282
2023-07-24,P003,635.8201502592807,25.0,0,14.981225224664128,57.0,13,0,7,0,0,14.071284263435723,14.473058523661203,14.63577108086161,18.371356168918144,17.77699659253269
2023-07-28,P003,185.9894871082897,15.0,0,23.5982644121882,53.0,13,4,7,0,0,14.981225224664128,19.81916371219649,14.848183613226016,18.44395141191856,17.801671888518587
2023-07-30,P003,452.3317573006141,20.0,0,23.422574665539624,62.0,19,6,7,1,0,23.5982644121882,28.73279125888765,11.85762200415201,18.983822940488807,18.42667765987303
2023-08-01,P003,670.8273881063836,5.0,0,15.975973917444213,71.0,7,1,8,0,0,23.422574665539624,14.261364054894766,12.31292194871429,18.225220570010517,19.252745707115
2023-08-04,P003,327.31170322391824,15.0,1,30.721697066843102,124.0,22,4,8,0,0,15.975973917444213,16.516543544001564,17.852794974578185,18.47016483608901,19.514392276309994
2023-08-05,P003,306.2049525202591,0.0,1,28.00108254471936,76.0,18,5,8,1,0,30.721697066843102,20.725287825349618,21.299927996512388,20.499472482209228,20.433599568614632
2023-08-06,P003,591.0476179844355,15.0,1,22.380097322371714,58.0,23,6,8,1,0,28.00108254471936,14.071284263435723,27.47123749498616,21.538871727833477,20.91225346491513
2023-08-08,P003,472.6610431910348,0.0,0,14.85901374635904,52.0,11,1,8,0,0,22.380097322371714,14.981225224664128,14.473058523661203,22.725845021967192,20.54860059544267
2023-08-09,P003,961.8971273280758,25.0,0,17.26046291622645,55.0,17,2,8,0,0,14.85901374635904,23.5982644121882,19.81916371219649,22.708386239352183,20.57616882563537
2023-08-11,P003,554.5520202433679,10.0,1,17.76684198798948,51.0,13,4,8,0,0,17.26046291622645,23.422574665539624,28.73279125888765,21.802986025643357,20.39340448306608
2023-08-13,P003,367.120184546655,5.0,1,28.780836211460876,108.0,17,6,8,1,0,17.76684198798948,15.975973917444213,14.261364054894766,20.99502421456477,19.610122392287643
2023-08-14,P003,663.261999445549,5.0,0,13.705827472680754,56.0,13,0,8,0,0,28.780836211460876,30.721697066843102,16.516543544001564,22.824290256567146,20.64722754632808
2023-08-16,P003,894.4678685863724,20.0,1,22.377234466323408,45.0,10,2,8,0,0,13.705827472680754,28.00108254471936,20.725287825349618,20.39345174311538,20.44646211266231
2023-08-17,P003,997.1639990734778,0.0,1,16.16355477736004,56.0,15,3,8,0,0,22.377234466323408,22.380097322371714,14.071284263435723,19.590044874773103,20.56445830130329
2023-08-20,P003,965.7945188801403,0.0,0,16.208763827685768,45.0,7,6,8,1,0,16.16355477736004,14.85901374635904,14.981225224664128,18.701967368342867,20.71390619515503
2023-08-22,P003,321.9556804216066,15.0,1,29.35308111833406,77.0,28,1,8,0,0,16.208763827685768,17.26046291622645,23.5982644121882,18.8947888085324,20.80158752394229
2023-08-23,P003,519.3495558369863,0.0,1,15.918005145732277,46.0,15,2,8,0,0,29.35308111833406,17.76684198798948,23.422574665539624,20.62230569454777,21.212645860095567
2023-08-24,P003,465.69072866102135,0.0,0,17.72635806199211,36.0,21,3,8,0,0,15.918005145732277,28.780836211460876,15.975973917444213,20.358186145653885,20.676605180109327
2023-08-29,P003,509.4642856537099,5.0,1,25.46696560954504,70.0,14,1,8,0,0,17.72635806199211,13.705827472680754,30.721697066843102,18.778974981444062,20.801632619005606
2023-08-31,P003,442.5284754079904,0.0,1,18.296596773325746,68.0,10,3,8,0,0,25.46696560954504,22.377234466323408,28.00108254471936,20.459137572424673,20.426294657770026
2023-09-02,P003,300.6770392089839,5.0,1,34.09625637093834,98.0,40,5,9,1,0,18.296596773325746,16.16355477736004,22.380097322371714,19.87618933056786,19.733117102670484
2023-09-03,P003,592.1084123454553,15.0,0,16.956305696232214,35.0,14,6,9,1,0,34.09625637093834,16.208763827685768,14.85901374635904,22.438003843936194,20.56998560613953
2023-09-04,P003,409.3363829220562,10.0,0,19.455323098889696,59.0,20,0,9,0,0,16.956305696232214,29.35308111833406,17.26046291622645,22.544795539442823,20.71979217398761
2023-09-05,P003,541.6304001971198,25.0,1,16.88338070586339,38.0,15,1,9,0,0,19.455323098889696,15.918005145732277,17.76684198798948,21.13083010809363,20.8765679013207
2023-09-06,P003,326.9280345981871,5.0,0,17.63022623219405,61.0,15,2,9,0,0,16.88338070586339,17.72635806199211,28.780836211460876,21.268740902398076,20.81346352402598
2023-09-07,P003,612.4894147853691,5.0,0,14.916085643634062,48.0,11,3,9,0,0,17.63022623219405,25.46696560954504,13.705827472680754,21.255007783855497,20.01699138264978
2023-09-12,P003,242.3193811474281,25.0,0,23.9813168902354,97.0,18,1,9,0,0,14.916085643634062,18.296596773325746,22.377234466323408,19.747739217296786,20.103438394860728
2023-09-16,P003,193.91195199300452,0.0,0,22.031345041059858,64.0,20,5,9,1,0,23.9813168902354,34.09625637093834,16.16355477736004,20.559842091141025,20.21801571085444
2023-09-18,P003,437.2758245584843,0.0,0,18.74194011664402,44.0,21,0,9,0,0,22.031345041059858,16.956305696232214,16.208763827685768,18.83628332972981,20.637143586833
2023-09-21,P003,942.1195397928632,15.0,0,10.246099396505958,40.0,11,3,9,0,0,18.74194011664402,19.455323098889696,29.35308111833406,19.09137396121721,20.81808475033002
2023-09-22,P003,884.0243351459396,30.0,1,17.888417221181996,52.0,14,4,9,0,0,10.246099396505958,16.88338070586339,15.918005145732277,17.77577057516239,19.45330034162801
2023-09-27,P003,436.3780783806579,20.0,0,17.892709103845878,80.0,18,2,9,0,0,17.888417221181996,17.63022623219405,17.72635806199211,17.919347220207907,19.594044061302988
2023-09-30,P003,869.0918515617608,30.0,0,18.5310750857672,75.0,20,5,9,1,0,17.892709103845878,14.916085643634062,25.46696560954504,17.956844773301025,19.605926278578263
2023-10-03,P003,757.5096433900643,15.0,0,16.39626985030462,44.0,13,1,10,0,0,18.5310750857672,23.9813168902354,18.296596773325746,18.473271836462903,19.110505526879844
2023-10-05,P003,981.2205257659524,0.0,0,11.097452915564702,35.0,13,3,10,0,0,16.39626985030462,22.031345041059858,34.09625637093834,17.38969368790136,18.974767889521193
2023-10-07,P003,633.7953596009481,10.0,0,17.320832551050188,36.0,19,5,10,1,0,11.097452915564702,18.74194011664402,16.956305696232214,15.827709098544911,17.33199621413736
2023-10-09,P003,677.6857979158929,30.0,0,18.440592085434883,60.0,12,0,10,0,0,17.320832551050188,10.246099396505958,19.455323098889696,15.624693732031504,17.35803384662436
2023-10-12,P003,501.3687433639651,0.0,0,17.453902334003214,70.0,20,3,10,0,0,18.440592085434883,17.888417221181996,16.88338070586339,16.79533554473564,17.285553059949017
2023-10-13,P003,401.54425384463417,20.0,1,25.60165193406833,71.0,17,4,10,0,0,17.453902334003214,17.892709103845878,17.63022623219405,16.733261989424385,17.326304604816144
2023-10-14,P003,541.6304001971198,0.0,0,22.58134367998807,65.0,19,5,10,1,0,25.60165193406833,18.5310750857672,14.916085643634062,17.83453953659902,17.895692154950023
2023-10-16,P003,601.6105582448201,25.0,0,14.344388496757665,39.0,15,0,10,0,0,22.58134367998807,16.39626985030462,23.9813168902354,18.41314933577343,18.443210586118166
2023-10-17,P003,592.0632531854812,10.0,1,15.632264913364894,51.0,18,1,10,0,0,14.344388496757665,11.097452915564702,22.031345041059858,18.120023428123865,17.75485855801261
2023-10-18,P003,533.6392018727777,15.0,0,12.950169159716967,28.0,11,2,10,0,0,15.632264913364894,17.320832551050188,18.74194011664402,18.76785371352389,17.2977814060344
2023-10-19,P003,170.9038639035229,0.0,0,22.87456210838936,75.0,22,3,10,0,0,12.950169159716967,18.440592085434883,10.246099396505958,18.143473229047718,16.884083480539612
2023-10-31,P003,806.8789833830738,10.0,0,15.249575810716763,67.0,14,1,10,0,0,22.87456210838936,17.453902334003214,17.888417221181996,18.776897518041213,17.786116531388426
2023-11-02,P003,996.270786260346,25.0,0,14.914963110547252,52.0,18,3,11,0,0,15.249575810716763,25.60165193406833,17.892709103845878,18.46199372900029,17.597627859212338
2023-11-07,P003,987.9748478322751,0.0,0,11.059808155131384,25.0,9,1,11,0,0,14.914963110547252,22.58134367998807,18.5310750857672,16.93532389706871,17.384931716833865
2023-11-09,P003,562.7864570295576,20.0,1,26.61683533009214,95.0,23,3,11,0,0,11.059808155131384,14.344388496757665,16.39626985030462,15.289390250660613,16.85126979321702
2023-11-10,P003,484.9310537373147,15.0,0,19.00454383890196,66.0,17,4,11,0,0,26.61683533009214,15.632264913364894,11.097452915564702,17.042596941136967,17.581310184630414
2023-11-14,P003,273.47680937144105,15.0,0,20.997817013606173,81.0,13,1,11,0,0,19.00454383890196,12.950169159716967,17.320832551050188,17.524351073356545,18.14610239344022
2023-11-16,P003,675.5215955428934,10.0,0,13.709285280670857,35.0,12,3,11,0,0,20.997817013606173,22.87456210838936,18.440592085434883,18.674015052483576,18.408744140765645
2023-11-19,P003,450.1282186609399,30.0,1,36.81470872812464,159.0,25,6,11,1,0,13.709285280670857,15.249575810716763,17.453902334003214,17.364689791380933,18.070793654711075
2023-11-23,P003,131.04444598173447,0.0,1,28.66088365340021,113.0,19,3,11,0,0,36.81470872812464,14.914963110547252,25.60165193406833,20.445423065296346,19.45370839714832
2023-12-02,P003,643.8168676873888,0.0,0,17.187733143576043,57.0,13,5,12,1,0,28.66088365340021,11.059808155131384,22.58134367998807,22.40912599998962,19.672224948529166
2023-12-03,P003,852.6788875141045,5.0,0,14.783741943631458,30.0,17,6,12,1,0,17.187733143576043,26.61683533009214,14.344388496757665,23.28454385548172,19.286967053071162
2023-12-05,P003,572.9403071883858,0.0,1,21.491388192474822,62.0,25,1,12,0,0,14.783741943631458,19.00454383890196,15.632264913364894,21.594101943130195,19.31834944213358
2023-12-06,P003,725.9078110496398,0.0,1,18.44646045002316,77.0,15,2,12,0,0,21.491388192474822,20.997817013606173,12.950169159716967,21.94936542221203,19.736858247784287
2023-12-09,P003,948.2120546799666,30.0,0,13.758680080300122,42.0,9,5,12,1,0,18.44646045002316,13.709285280670857,22.87456210838936,21.584885913128744,20.12945048280616
